Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Zürich,47.3828,8.5307,Riffraff,47.38283076143207,8.52925380040824,Movie Theater
Zürich,47.3828,8.5307,Café Noir,47.38205413373607,8.5306430877368,Café
Zürich,47.3828,8.5307,Restaurant JOSEF,47.38400582466896,8.52902029772919,Swiss Restaurant
Zürich,47.3828,8.5307,Co Chin Chin,47.38380906569936,8.528479899712615,Vietnamese Restaurant
Zürich,47.3828,8.5307,SASU Juicebar,47.382506,8.529888,Juice Bar
Zürich,47.3828,8.5307,Wesley's Kitchen,47.38183164989717,8.532534073256674,Asian Restaurant
Zürich,47.3828,8.5307,vineria centrale,47.38247018472105,8.529931032920361,Bar
Zürich,47.3828,8.5307,Maison Blunt,47.383721322946215,8.528347171162052,Moroccan Restaurant
Zürich,47.3828,8.5307,The International Beer Bar,47.382793,8.528632,Bar
Zürich,47.3828,8.5307,Lily's Stomach Supply,47.382535,8.529539999999999,Asian Restaurant
Zürich,47.3828,8.5307,Paninoteca Il Pentagramma,47.38112303767148,8.533554349862975,Sandwich Place
Zürich,47.3828,8.5307,25hours Hotel Langstrasse,47.38037872901181,8.528637522913073,Hotel
Zürich,47.3828,8.5307,Eldorado,47.383782640718614,8.532737271574137,Bar
Zürich,47.3828,8.5307,Kosmos,47.38009398548487,8.528910466241031,Cultural Center
Zürich,47.3828,8.5307,MAME,47.38486279913241,8.527178898630114,Coffee Shop
Zürich,47.3828,8.5307,Casa Aurelio,47.383161,8.529686,Spanish Restaurant
Zürich,47.3828,8.5307,Tibetasia,47.384629,8.52787,Thai Restaurant
Zürich,47.3828,8.5307,Auer & Co,47.3849435,8.533641900000001,Café
Zürich,47.3828,8.5307,Restaurant Valentin's,47.384740237094,8.529903632520893,Turkish Restaurant
Zürich,47.3828,8.5307,Damas,47.384584000000004,8.527610000000001,Middle Eastern Restaurant
Zürich,47.3828,8.5307,Kokoro,47.38068,8.526546000000002,Japanese Restaurant
Zürich,47.3828,8.5307,Maneez,47.3842910945276,8.528575641359819,Indian Restaurant
Zürich,47.3828,8.5307,Kosmos Bistro,47.380171587229874,8.528535374110591,Bistro
Zürich,47.3828,8.5307,Chiang Mai Thai Shop,47.38073922950026,8.5336333730925,Thai Restaurant
Zürich,47.3828,8.5307,Flussbad Oberer Letten,47.38522269641997,8.535269372455064,Bathing Area
Zürich,47.3828,8.5307,Museum für Gestaltung,47.382870000000004,8.535706,Museum
Zürich,47.3828,8.5307,Restaurant Shaba,47.384143,8.531652000000001,Café
Zürich,47.3828,8.5307,Der Grüne Libanon,47.3807384629506,8.53483549087358,Falafel Restaurant
Zürich,47.3828,8.5307,Bäckerei Jung,47.38417884937883,8.532338551443226,Bakery
Zürich,47.3828,8.5307,El Maiz,47.381060544033936,8.533765924086152,Gourmet Shop
Zürich,47.3828,8.5307,Cinchona,47.38036836399942,8.52833722528801,Hotel Bar
Zürich,47.3828,8.5307,Panama Bar & Restaurant,47.38516656631587,8.535383168210096,Bar
Zürich,47.3828,8.5307,Gelati Tellhof,47.37869593752404,8.528852900671115,Ice Cream Shop
Zürich,47.3828,8.5307,Tessin Grotto,47.38627771838331,8.52873643372149,Italian Restaurant
Zürich,47.3828,8.5307,Restaurant Vulkan,47.38191800913314,8.533651817203056,Indian Restaurant
Zürich,47.3828,8.5307,Kauz,47.38161109271864,8.5369983262119,Speakeasy
Zürich,47.3828,8.5307,Phuket Asia Center,47.38021017249064,8.526541652315395,Asian Restaurant
Zürich,47.3828,8.5307,New Point,47.381906235737496,8.535398367864031,BBQ Joint
Zürich,47.3828,8.5307,Yoshino,47.380757,8.534578999999999,Sushi Restaurant
Zürich,47.3828,8.5307,Ynos,47.379202,8.531694,Modern European Restaurant
Zürich,47.3828,8.5307,4leoni,47.3843296200684,8.530276909572347,Italian Restaurant
Zürich,47.3828,8.5307,Total Bar,47.37866250652704,8.528781389073169,Bar
Zürich,47.3828,8.5307,India Street-Food,47.383168,8.530197,Indian Restaurant
Zürich,47.3828,8.5307,El Luchador,47.38185154359563,8.533621360590336,Mexican Restaurant
Zürich,47.3828,8.5307,Photobastei,47.38476372765664,8.53415280143998,Art Gallery
Zürich,47.3828,8.5307,Pho Na,47.38150188216878,8.533184289132633,Vietnamese Restaurant
Zürich,47.3828,8.5307,Kinski,47.379007251005284,8.527326439959602,Rock Club
Zürich,47.3828,8.5307,Primitivo,47.385072014530905,8.536177147738991,Beer Garden
Zürich,47.3828,8.5307,Il Ristorantino,47.382133,8.535712,Italian Restaurant
Zürich,47.3828,8.5307,Sala of Tokyo,47.380989609290246,8.53647986916147,Asian Restaurant
Winterthu,47.4967,8.7342,La Cyma,47.498513719991855,8.732239144515415,Café
Winterthu,47.4967,8.7342,Fotomuseum Winterthur,47.495738538787364,8.738023652171858,Art Museum
Winterthu,47.4967,8.7342,Riva,47.49835526946554,8.7301827182388,Café
Winterthu,47.4967,8.7342,Tibits,47.499979722420775,8.731117802342606,Vegetarian / Vegan Restaurant
Winterthu,47.4967,8.7342,Holy Cow Winterthur,47.49900785837824,8.730335312123492,Burger Joint
Winterthu,47.4967,8.7342,Albani Music Club,47.49839505801976,8.729155123271518,Nightclub
Winterthu,47.4967,8.7342,Das schmale Handtuch,47.49746923926999,8.72768559167231,Bar
Winterthu,47.4967,8.7342,Restaurant Al Giardino,47.49434,8.73981,Italian Restaurant
Winterthu,47.4967,8.7342,Cappuccino,47.49876038046978,8.730323470359338,Bar
Winterthu,47.4967,8.7342,Restaurant Schäfli,47.498908963354616,8.731258089834894,Restaurant
Winterthu,47.4967,8.7342,Park Hotel,47.500937296854104,8.732887164689755,Hotel
Winterthu,47.4967,8.7342,bloom,47.50097623097364,8.732609744752372,Hotel Bar
Winterthu,47.4967,8.7342,Alltag,47.49925601704893,8.731113151499688,Café
Winterthu,47.4967,8.7342,Restaurant zur Sonne,47.499683399999995,8.729813499999999,Swiss Restaurant
Winterthu,47.4967,8.7342,Migros,47.49986812357027,8.730988368236547,Grocery Store
Winterthu,47.4967,8.7342,Loge,47.49859497818535,8.731208561290432,Hotel Bar
Winterthu,47.4967,8.7342,Unterer Graben,47.49912426825379,8.73106992955638,Plaza
Dietikon,47.4017,8.4001,Migros,47.40514005780154,8.402468640434142,Supermarket
Dietikon,47.4017,8.4001,Tomate,47.40536394411738,8.4033644761404,Italian Restaurant
Dietikon,47.4017,8.4001,Coop,47.403808021924974,8.402275356095336,Supermarket
Dietikon,47.4017,8.4001,Hotel Sommerau Ticino Dietikon,47.40241611226706,8.405422522858892,Hotel
Dietikon,47.4017,8.4001,Pizza Blitz,47.404090333033494,8.403527114783884,Italian Restaurant
Dietikon,47.4017,8.4001,Sushi Ko&Ja,47.404287,8.403746,Sushi Restaurant
Dietikon,47.4017,8.4001,ZVV Sommerau,47.4027900896885,8.405745971321531,Bus Stop
Dietikon,47.4017,8.4001,Müller Drogerie,47.40311794,8.40610528,Drugstore
Dietikon,47.4017,8.4001,ALDI Suisse,47.403,8.4061,Supermarket
ülach,47.4515,8.5849,Zermatt Baracca,47.451247960798455,8.583691515287317,Swiss Restaurant
ülach,47.4515,8.5849,Rolli's Steakhouse,47.452682337355746,8.580783919212674,Steakhouse
ülach,47.4515,8.5849,Migros,47.45096344851223,8.581541716189975,Supermarket
ülach,47.4515,8.5849,Bäckerei Fleischli,47.44990078932069,8.582243004325713,Bakery
ülach,47.4515,8.5849,Hotel Allegra,47.44837236886079,8.584501768566762,Hotel
ülach,47.4515,8.5849,Welcome Inn,47.4493232047421,8.581844033822968,Hotel
ülach,47.4515,8.5849,Coop,47.45325274636678,8.580622673034668,Supermarket
ülach,47.4515,8.5849,Bahnhof Kloten,47.448544204146394,8.583487272262571,Train Station
ülach,47.4515,8.5849,Suanlong,47.452581697155296,8.582816864869772,Asian Restaurant
ülach,47.4515,8.5849,Zum Goldenen Tor,47.45114167544125,8.583095863736062,Restaurant
ülach,47.4515,8.5849,Asia Lotus Thai Restaurant,47.452346999999996,8.583036,Thai Restaurant
ülach,47.4515,8.5849,Denner,47.453243,8.58302,Discount Store
ülach,47.4515,8.5849,Bar Nelson,47.45177820728852,8.580725973625363,Pub
ülach,47.4515,8.5849,Otto's,47.45346169339582,8.58024608428416,Department Store
ülach,47.4515,8.5849,Hardy's,47.44764870692283,8.583987426039375,Bar
ülach,47.4515,8.5849,Zum Wilden Mann,47.453464776451156,8.579885509713758,Bus Station
ülach,47.4515,8.5849,Wilder Mann,47.45363133755572,8.579516883120126,Pizza Place
ülach,47.4515,8.5849,Restaurant Wilden Mann,47.453893,8.579492,Restaurant
Ust,47.3471,8.7209,Ichiban 178,47.348299854986344,8.715801409534615,Japanese Restaurant
